CAUSE (v.3),O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFO{iifrd∅/bd--3-1FEE{2FEE=3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
CAUSE (v.3 alt.),O{EE--∅/------1Eii=2Eii=3Eii=4EiiU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
CELERY,O{EE--∅/------1Eii=2Eii=3Eii=4EiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFL{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEL{EE--∅/------1FFE=2FFE=3FFE<4EEE
CEMETERY,L{EE--∅/------1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
CEMETERY (alt.),O{EE--∅/------1Eii=2Eii=3Eii=4EiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEL{EE--∅/------1FFE=2FFE=3FFE<4EEE
CENTRE (v.1),L{EE--∅/------1EEE{2FEE{3iEE{4EEE------∅/------1----2----3----4---
CENTRE (v.2),L{EE--∅/------1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
CHAMPION,L{EE--∅/------1EFi{2EFi<3FFE=4FFEO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
CHANCE (alt.) ,O{EE--∅/------1Eii=2Eii=3Eii=4EiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/rp--3-1Fii=2Fii<3FFE=4FFEO{EE--∅/------1Eii=2Eii=3Eii=4EiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
CHANNEL,O{EE--∅/------1Eii=2Eii=3Eii=4EiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/rp--3-1Fii=2Fii<3FFE=4FFEO=iifrd∅/rp--3-1Fii=2Fii<3FFE=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFL{EE--∅/------1EEE<2FFF=3FFF=4FFF
CHARGE (v.1),O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
CHARGE (v.2),O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
CHARGE (v.3),L{EE--∅/------1FFF=2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
CHARGE (v.3 alt.),O{EE--∅/------1Eii=2Eii=3Eii=4EiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEU=EEfrp∅/rp1---1FEE=2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
BOTHER (v. 1),L{EE--∅/------1EEE{2EEE{3EEE{4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
BOTHER (v. 2),U<EE--∅/------1iEE=2iEE=3iEE=4iEEL{EE--∅/------1FEE=2FEE=3FEE=4FEE
BOTTLE,O{EE--∅/------1Eii=2Eii=3Eii=4EiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
BOW (v. 1),O{EE--∅/------1FEE=2FEE=3FFF=4FFFO{EEfrd∅/frd12--1FEE=2FEE=3FFF=4FFF
BOW (v. 2),O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO{iifrd∅/bd--3-1EEE{2EEE<3iii=4iii
