HOLY	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOME	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4Fii
HOMEWORK	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4FiiO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
HONEST (v.1)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HONEST (v.2)	O{iifrd∅/bd--3-1iEE=2iEE<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HONEY	L{EE--∅/------1EEE{2FEE{3iEE{4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HONOUR [HONOR]	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
HOOD (v.1)	U=EEfrd∅/rm1---1iFi=2FFF=3FFF=4FFF
HOOD (v.2)	L{EE--∅/------1Eii{2Eii{3Eii{4EiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOP	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiO{iifrd∅/bd--3-1Eii{2Eii<3iii=4iii------∅/------1----2----3----4---
HOPE (v.1)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
HOPE (v.2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
HORRIBLE	O{iFfrd∅/bd-2--1EEE{2iiF<3iEE{4EEEO{EE--∅/------1EEE{2EEE{3EEE{4EEE
HORSE	------∅/------1----2----3----4---
HOSE (v.2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
HOSE (v.2 alt.)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO{iitd∅/td12--1iii=2iii=3iii=4iiiO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
HOSE (v.3)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
HOSPITAL (v.1)	O{iifrd∅/bd--3-1FEE=2FEE=3iii=4iii
HOSPITAL (v.2)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
HOSPITAL (v.4)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
HOSPITAL (v.5)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
HOT (v.1)	L{EE--∅/------1EFi{2EFi{3EFi{4EFi
HOT (v.2)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
HOT (v.3)	O{EE--∅/------1Eii{2Eii{3Eii{4EiiO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
HOT DOG	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiL{EE--∅/------1Eii=2Eii=3Eii=4Eii
LABEL (v. 1)	O{EE--∅/------1FEE=2FFF=3FFF=4FFFO{EEfrd∅/frd1---1FEE=2FFF=3FFF=4FFF
LABEL (v. 2)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LAMP	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4FiiO{EE--∅/------1iEE{2iEE{3iEE{4iEE
LAMP (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
LAND (v. 1)	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEO{EEfrp∅/rd1---1Fii=2Fii=3Fii=4Fii
LAND (v. 2)	L{EE--∅/------1EEE<2FFE=3FFE=4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LANGUAGE	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
LAPTOP	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LAPTOP (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO{iitd∅/td12--1iii=2iii=3iii=4iiiO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
LAST (v. 1)	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEE
LAST (v. 2)	L{EE--∅/------1FFF=2FFF=3FFF=4FFF
LATE (v. 1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LATE (v. 1 alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
(TOO) LATE (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LATER (v. 1)	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
LATER (v. 2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
LAUGH (v. 1)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFL{EE--∅/------1FEE=2FFF=3FFF=4FFF
LAUGH (v. 2)	L{iF--∅/------1EFi{2EFi{3EFi{4EFi
LAW	L{EE--∅/------1EEE=2EEE=3EEE=4EEEL{EE--∅/------1EEE<2FFF=3FFF=4FFF
LAW (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO{iifrd∅/frd---41EEE{2EEE{3EEE<4iii
LAWN_MOWER	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
LAWN_MOWER (alt.)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
LAY	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
LAZY	
LEAD (v. 1)	U<EE--∅/------1Fii=2Fii=3Fii=4FiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LEAD (v. 2)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO{iitd∅/td-2--1EEE<2iii=3FFF=4FFF
LEAF	L{EE--∅/------1EEE{2EEE{3EEE{4EEEO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LEAF (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO{iitd∅/td1---1iii{2iEE{3EEE{4EEE
LEAGUE	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFU=EEfrp∅/rp1---1FEE=2FFF=3FFF=4FFFO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
LEAK	O=iiud∅/frM--3-1EEE{2EEE{3EEE{4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
LEAK (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
LEARN (v. 1)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LEARN (v. 2)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
LEATHER	U<EE--∅/------1iFi=2FFF=3FFF=4FFF
LEATHER (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
LEAVE (v. 1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
LEAVE (v. 2)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
LECTURE	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOTEL 	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4FiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOTEL (alt.)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO{iitd∅/td12--1iii=2iii=3iii=4iiiO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFL{EE--∅/------1EEE<2FFF=3FFF=4FFF
HOUR (v.1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOUR (v.2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOUSE	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOW (v.1)	U<EE--∅/------1Fii=2Fii=3Fii=4Fii
HOW (v.2)	U<EE--∅/------1Fii=2Fii=3Fii=4Fii
HOW (v.3)	U<EE--∅/------1Fii=2Fii=3Fii=4FiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOWL (v.1)	O{EE--∅/------1Eii{2Eii{3Eii{4Eii
HOWL (v.2)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
HOWL (v.3)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
HOWL (v.4)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
HUG	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
HUMBLE	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEEL{EE--∅/------1FEE=2FEE=3FEE=4FEE
HUMOROUS	L{EE--∅/------1FEE=2FEE=3FFE=4FFE
HUNDRED	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFO{EE--∅/------1Eii=2Eii=3Eii=4Eii
HUNGRY (v.1)	L{EE--∅/------1Eii=2Eii=3Eii=4Eii
HUNGRY (v.2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
HUNT (v.1)	O{EE--∅/------1Eii=2Eii=3Eii=4Eii
HUNT (v.2)	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
HURDLE	L{EE--∅/------1EEE<2FEE=3FFE=4FFEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
HURRY (v.1)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
HURRY (v.2)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
HURT (v.1)	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
HURT (v.1 alt.)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFF
HURT (v.2)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
HURT (v.3)	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
HURT (v.4)	L{EE--∅/------1FFE=2FFE=3FFE<4EEE
HURT (v.5)	O{iifrd∅/bd--3-1iEE{2FEE=3iii=4iii
HUSBAND	L{EE--∅/------1Eii=2Eii=3Eii=4Eii
HYPOCRITE 	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
KANGAROO	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
KEEP	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
KEY (v.1)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFF
KEY (v.2)	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
KEY (v.3)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
KICK	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
KID (v.2)	O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
KILL	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
KINDERGARTEN	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
KING	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
KISS (v.1)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
KISS (v.2)	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
KITCHEN	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
KITE 	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
KITE (alt.)	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEO=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEEO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
KNEEL	O{iifrd∅/bd--3-1Eii{2Eii<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
KNIFE	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
KNIT	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
KNOCK	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
KNOW (v.1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
KNOW NOTHING	O{iitd∅/td12--1iii=2iii=3iii=4iii
LEFT (v. 1)	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
(TURN) LEFT (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LEMON (v. 1)	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
LEMON (v. 2)	L{EE--∅/------1FFE=2FFE=3FFE<4EEE
LEND	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
LESBIAN	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
LESS (v. 1)	
LESS_THAN (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LESSON	L{EE--∅/------1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LET_GO	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
LETTER (v. 1)	L{EE--∅/------1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LETTER (v. 3)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
(LOWER_CASE) LETTER (v. 4)	O{EE--∅/------1FEE=2FFF=3FFF=4FFF
LETTER (v. 2)	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
(UPPER_CASE) LETTER (v. 5)	O{EE--∅/------1Eii<2FFF=3FFF=4FFF
(UPPER_CASE) LETTER (v. 5 alt.)	O{EE--∅/------1Eii<2FFF=3FFF=4FFF
LETTUCE	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO{EE--∅/------1Eii=2Eii=3Eii=4EiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
LIBRARY	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
LICK	L{EE--∅/------1FEE=2FEE=3FFE=4FFE
LIE (v. 1)	O=iibd∅/frp---41FEE=2FEE=3FEE=4FEE
LIE (v. 2)	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LIFT (v. 1)	L{EE--∅/------1Eii{2iii{3Fii{4FFi
LIFT (v. 2)	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiO{iifrd∅/bd--3-1EFi{2EFi<3iii=4iii
LIGHT (v. 1)	O{iFfrd∅/bd-2--1EEE{2iiF<3iEE{4EEE
LIGHT (v. 2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LIGHT (v. 3)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
LIGHT (v. 5)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LIGHTNING	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LIKE (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LIKE (v. 3)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
LIKE (v. 4)	L{EE--∅/------1FFE=2FFE=3FFE<4EEE
LINE	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEE
LINGUISTICS (v. 2)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
LION	L{EE--∅/------1Eii{2iii{3Fii{4FFi
LIPS	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LIPSTICK	O=EEtd∅/td1---1EFi<2FFF=3FFF=4FFF
LIST (v. 1)	L{EE--∅/------1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LIST (v. 1 alt.)	L{EE--∅/------1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LISTEN	L{EE--∅/------1Eii=2Eii=3Eii=4Eii
LIVE	L{EE--∅/------1EEE<2FFF=3FFF=4FFF
LIVING_ROOM	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
LOAD (v. 1)	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEO{EE--∅/------1Eii=2Eii=3Eii=4Eii
LOAD (v. 2)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
LOAD (v. 3)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
LOBSTER	O{EE--∅/------1iEE=2iEE=3iEE=4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
LOCK (v. 1)	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iii
LOCK (v. 2)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
LOCK (v. 3)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
LOCK (v. 4)	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iii
LOCKER (alt.)	L{EE--∅/------1EEE<2FFF=3FFF=4FFFO{iitd∅/td12--1iii=2iii=3iii=4iiiO{EE--∅/------1Eii=2Eii=3Eii=4EiiO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
LOLLIPOP	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFF
LONELY	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LONG (v. 1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LONG (v. 2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LONG (v. 3)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
LOOK [LOOK_AT] (v. 1)	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iii
LOOK (v. 2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
LOOK_BACK	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iii
LOOK_FOR	O{EE--∅/------1Eii=2Eii=3Eii=4Eii
LOOK_FORWARD_TO	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iii
LOSE (v. 1)	U<EE--∅/------1Fii=2Fii=3Fii=4FiiL{EE--∅/------1Eii{2Eii{3Eii{4Eii
LOSE (v. 2)	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MAGAZINE	U<EE--∅/------1iFi=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MAGIC	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO{EE--∅/------1iEE{2iEE{3iEE{4iEE
MAGNET	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MAGNIFY	O{EE--∅/------1FEE=2FFF=3FFF=4FFFO{EE--∅/------1Eii<2FFF=3FFF=4FFF
MAID	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEEO{iitd∅/td-2--1EEE<2iii=3FFF=4FFF
MAIL (v.2)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO{EE--∅/------1iEE{2iEE{3iEE{4iEE
MAINSTREAM	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
MAJOR (v.2)	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
MAKE (v.4)	O{ii--∅/------1iii{2iEE{3EEE{4EEEO{iitd∅/td1---1iii{2iEE{3EEE{4EEE
MAKE (v.5)	O{EE--∅/------1Eii=2Eii=3Eii=4EiiU<EE--∅/------1iEE=2iEE=3iEE=4iEE
MAKE BELIEVE 	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEE
MAN	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
MANY	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO{EE--∅/------1iEE{2iEE{3iEE{4iEE
MAPLE	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEL{EE--∅/------1EEE<2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
MARCH ( v.1)	O=iiud∅/frM--3-1EEE{2EEE{3EEE{4EEE
MARCH (v.2)	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEO{EE--∅/------1Eii=2Eii=3Eii=4EiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
MARRY	L{EE--∅/------1Eii=2Eii=3Eii=4Eii
MASSAGE	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
MATCH (v.1)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
MATCH (v.3)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MATHEMATICS	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFE
MAYBE	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
ME	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
MEAN (v.1)	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MEAN (v.2)	L{EE--∅/------1Eii{2Eii{3Eii{4EiiU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
MEAN (v.3)	L{EE--∅/------1Eii{2Eii{3Eii{4EiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MEASURE	L{EE--∅/------1FFE=2FFE=3FFE<4EEE
MEAT (v.1)	O{ii--∅/------1iii{2iEE{3EEE{4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
MEAT (v.2)	O{iifrd∅/bd--3-1EEE=2EEE<3iii=4iii
MEAT (v.3)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
MECHANIC	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
MEDICINE (v.2)	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEEO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
MEDITATE	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
MEET (v.1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
MEET (v.2)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
MEET (v.3)	O=iibd∅/frp---41FEE=2FEE=3FEE=4FEE
MEETING	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
MELON	O{iFfrd∅/bd-2--1EEE{2iiF<3iEE{4EEEO{EE--∅/------1EEE{2FEE<3iEE{4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
MEMBER (v.1)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
MEMBER OF THE LEGISLATIVE ASSEMBLY	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEL{EE--∅/------1EEE<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
MEMBER OF PARLIMENT	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
MEMBER OF PROVINCIAL PARLIMENT	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
MEMORIZE	O{EE--∅/------1Eii{2Eii{3Eii{4EiiO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
MESS (v.2)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
MESS (v.2 alt.)	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
METAL	O=iifrd∅/bm-2--1Eii<2FFF=3FFF=4FFF
METAPHOR	O=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO{iitd∅/td12--1iii=2iii=3iii=4iiiO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
MICROPHONE	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
MICROSCOPE	O{EE--∅/------1Eii=2Eii=3Eii=4Eii
MICROWAVE	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO{EE--∅/------1iEE{2iEE{3iEE{4iEE
